25,-13
24,-15
25,-15
26,-15
24,-14
25,-14
26,-14
24,-13
26,-13
24,-3
25,-3
26,-3
24,-2
25,-2
26,-2
27,-3
28,-3
29,-3
27,-2
28,-2
29,-2
30,-3
31,-3
32,-3
30,-2
31,-2
32,-2
33,-3
34,-3
35,-3
33,-2
34,-2
35,-2
21,-3
22,-3
23,-3
21,-2
22,-2
23,-2
18,-3
19,-3
20,-3
18,-2
19,-2
20,-2
15,-3
16,-3
17,-3
15,-2
16,-2
17,-2
36,-15
36,-14
36,-13
14,-15
14,-14
14,-13
14,-12
14,-11
14,-10
14,-21
14,-20
14,-19
36,-12
36,-11
36,-10
14,-24
14,-23
14,-22
14,-18
14,-17
14,-16
36,-9
36,-8
36,-7
36,-18
36,-17
36,-16
36,-21
36,-20
36,-19
36,-24
36,-23
36,-22
36,-6
36,-5
36,-4
14,-9
14,-8
14,-7
14,-6
14,-5
14,-4
14,-3
14,-2
36,-3
36,-2
210,201
211,201
210,202
211,202
210,203
211,203
210,204
211,204
210,205
211,205
210,206
211,206
195,210
196,210
197,210
195,211
196,211
197,211
198,210
199,210
200,210
198,211
199,211
200,211
192,210
193,210
194,210
192,211
193,211
194,211
201,210
202,210
203,210
201,211
202,211
203,211
204,210
205,210
206,210
204,211
205,211
206,211
210,192
211,192
210,193
211,193
210,194
211,194
210,189
211,189
210,190
211,190
210,191
211,191
210,195
211,195
210,196
211,196
210,197
211,197
210,198
211,198
210,199
211,199
210,200
211,200
210,207
211,207
210,208
211,208
210,209
211,209
207,210
208,210
209,210
207,211
208,211
209,211
189,210
190,210
191,210
189,211
190,211
191,211
210,210
211,210
210,211
211,211
213,210
214,210
215,210
213,211
214,211
215,211
219,210
220,210
221,210
219,211
220,211
221,211
222,210
223,210
224,210
222,211
223,211
224,211
216,210
217,210
218,210
216,211
217,211
218,211
234,201
235,201
234,202
235,202
234,203
235,203
225,210
226,210
227,210
225,211
226,211
227,211
228,210
229,210
230,210
228,211
229,211
230,211
231,210
232,210
233,210
231,211
232,211
233,211
234,204
235,204
234,205
235,205
234,206
235,206
234,198
235,198
234,199
235,199
234,200
235,200
234,195
235,195
234,196
235,196
234,197
235,197
234,192
235,192
234,193
235,193
234,194
235,194
234,189
235,189
234,190
235,190
234,191
235,191
234,207
235,207
234,208
235,208
234,209
235,209
234,210
235,210
234,211
235,211
258,204
259,204
258,205
259,205
258,206
259,206
258,201
259,201
258,202
259,202
258,203
259,203
237,210
238,210
239,210
237,211
238,211
239,211
240,210
241,210
242,210
240,211
241,211
242,211
243,210
244,210
245,210
243,211
244,211
245,211
246,210
247,210
248,210
246,211
247,211
248,211
249,210
250,210
251,210
249,211
250,211
251,211
258,207
259,207
258,208
259,208
258,209
259,209
252,210
253,210
254,210
252,211
253,211
254,211
255,210
256,210
257,210
255,211
256,211
257,211
258,210
259,210
258,211
259,211
258,192
259,192
258,193
259,193
258,194
259,194
258,198
259,198
258,199
259,199
258,200
259,200
258,189
259,189
258,190
259,190
258,191
259,191
258,195
259,195
258,196
259,196
258,197
259,197
282,189
283,189
282,190
283,190
282,191
283,191
282,192
283,192
282,193
283,193
282,194
283,194
282,195
283,195
282,196
283,196
282,197
283,197
282,204
283,204
282,205
283,205
282,206
283,206
261,210
262,210
263,210
261,211
262,211
263,211
282,207
283,207
282,208
283,208
282,209
283,209
282,198
283,198
282,199
283,199
282,200
283,200
282,201
283,201
282,202
283,202
282,203
283,203
264,210
265,210
266,210
264,211
265,211
266,211
273,210
274,210
275,210
273,211
274,211
275,211
276,210
277,210
278,210
276,211
277,211
278,211
279,210
280,210
281,210
279,211
280,211
281,211
267,210
268,210
269,210
267,211
268,211
269,211
270,210
271,210
272,210
270,211
271,211
272,211
282,210
283,210
282,211
283,211
285,210
286,210
287,210
285,211
286,211
287,211
288,210
289,210
290,210
288,211
289,211
290,211
291,210
292,210
293,210
291,211
292,211
293,211
294,210
295,210
296,210
294,211
295,211
296,211
306,189
307,189
306,190
307,190
306,191
307,191
306,192
307,192
306,193
307,193
306,194
307,194
306,201
307,201
306,202
307,202
306,203
307,203
306,204
307,204
306,205
307,205
306,206
307,206
306,198
307,198
306,199
307,199
306,200
307,200
306,195
307,195
306,196
307,196
306,197
307,197
306,207
307,207
306,208
307,208
306,209
307,209
297,210
298,210
299,210
297,211
298,211
299,211
300,210
301,210
302,210
300,211
301,211
302,211
303,210
304,210
305,210
303,211
304,211
305,211
306,210
307,210
306,211
307,211
315,210
316,210
317,210
315,211
316,211
317,211
318,210
319,210
320,210
318,211
319,211
320,211
309,210
310,210
311,210
309,211
310,211
311,211
312,210
313,210
314,210
312,211
313,211
314,211
321,210
322,210
323,210
321,211
322,211
323,211
330,207
331,207
330,208
331,208
330,209
331,209
330,204
331,204
330,205
331,205
330,206
331,206
324,210
325,210
326,210
324,211
325,211
326,211
327,210
328,210
329,210
327,211
328,211
329,211
330,210
331,210
330,211
331,211
330,201
331,201
330,202
331,202
330,203
331,203
330,195
331,195
330,196
331,196
330,197
331,197
330,198
331,198
330,199
331,199
330,200
331,200
330,192
331,192
330,193
331,193
330,194
331,194
330,189
331,189
330,190
331,190
330,191
331,191
