[CORESWAP] dll=E:\PYTHON\CoreSwap\versions\1.20.1\cpp\build-msvc\bin\block_probe.exe size=370688
[COMP] barrier -36 0.474365
[COMP] barrier -32 0.526046
[COMP] barrier -28 0.366376
[COMP] barrier -24 0.144341
[COMP] barrier -20 0.075404
[COMP] barrier -16 0.194248
[COMP] barrier -12 0.248900
[COMP] barrier -8 0.196374
[COMP] barrier -4 0.109676
[COMP] barrier 0 0.128313
[COMP] barrier 4 0.322741
[COMP] barrier 8 0.354819
[COMP] barrier 12 0.144549
[COMP] barrier 16 -0.121275
[COMP] barrier 20 -0.087691
[COMP] barrier 24 0.090216
[COMP] barrier 28 0.156043
[COMP] barrier 32 0.065507
[COMP] barrier 36 -0.175767
[COMP] barrier 40 -0.174837
[COMP] barrier 44 0.061232
[COMP] barrier 48 0.278505
[COMP] barrier 52 0.181950
[COMP] barrier 56 -0.157231
[COMP] barrier 60 -0.369113
[COMP] barrier 64 -0.221450
[COMP] barrier 68 0.006349
[COMP] barrier 72 -0.012441
[COMP] barrier 76 -0.147812
[COMP] barrier 80 -0.222452
[COMP] barrier 84 0.105446
[COMP] barrier 88 0.572807
[COMP] barrier 92 0.778576
[COMP] barrier 96 0.709729
[COMP] barrier 100 0.375076
[COMP] barrier 104 0.108025
[COMP] barrier 108 0.133424
[COMP] barrier 112 0.185300
[COMP] barrier 116 0.093256
[COMP] barrier 120 -0.004014
[COMP] barrier 124 -0.083181
[COMP] barrier 128 -0.066934
[COMP] barrier 132 0.037912
[COMP] barrier 136 -0.007027
[COMP] barrier 140 -0.178768
[COMP] barrier 144 -0.315933
[COMP] barrier 148 -0.257200
[COMP] barrier 152 -0.094451
[COMP] barrier 156 -0.129561
[COMP] barrier 160 -0.315583
[COMP] barrier 164 -0.595488
[COMP] barrier 168 -0.836568
[COMP] barrier 172 -0.938601
[COMP] barrier 176 -0.921471
[COMP] barrier 180 -0.839253
[COMP] barrier 184 -0.637543
[COMP] barrier 188 -0.318580
[COMP] barrier 192 -0.158658
[COMP] barrier 196 -0.153208
[COMP] barrier 200 -0.145981
[COMP] barrier 204 -0.001289
[COMP] barrier 208 0.283147
[COMP] barrier 212 0.508543
[COMP] barrier 216 0.477866
[COMP] barrier 220 0.306980
[COMP] barrier 224 0.149700
[COMP] barrier 228 0.050240
[COMP] barrier 232 0.002038
[COMP] barrier 236 -0.133093
[COMP] barrier 240 -0.150007
[COMP] barrier 244 0.059674
[COMP] barrier 248 0.368333
[COMP] barrier 252 0.536750
[COMP] barrier 256 0.291316
[COMP] barrier 260 -0.094749
[COMP] barrier 264 -0.414105
[COMP] barrier 268 -0.533780
[COMP] barrier 272 -0.444445
[COMP] barrier 276 -0.216353
[COMP] barrier 280 0.024855
[COMP] barrier 284 0.248803
[COMP] barrier 288 0.425666
[COMP] barrier 292 0.365553
[COMP] barrier 296 0.331430
[COMP] barrier 300 0.321107
[COMP] barrier 304 0.124142
[COMP] barrier 308 -0.139909
[COMP] barrier 312 -0.420524
[COMP] barrier 316 -0.384512
[COMP] fluid_level_floodedness -64 0.109247
[COMP] fluid_level_floodedness -60 0.107408
[COMP] fluid_level_floodedness -56 0.106109
[COMP] fluid_level_floodedness -52 0.104733
[COMP] fluid_level_floodedness -48 0.103058
[COMP] fluid_level_floodedness -44 0.101106
[COMP] fluid_level_floodedness -40 0.098898
[COMP] fluid_level_floodedness -36 0.096456
[COMP] fluid_level_floodedness -32 0.093800
[COMP] fluid_level_floodedness -28 0.090951
[COMP] fluid_level_floodedness -24 0.087928
[COMP] fluid_level_floodedness -20 0.084751
[COMP] fluid_level_floodedness -16 0.081439
[COMP] fluid_level_floodedness -12 0.078011
[COMP] fluid_level_floodedness -8 0.074486
[COMP] fluid_level_floodedness -4 0.070884
[COMP] fluid_level_floodedness 0 0.067224
[COMP] fluid_level_floodedness 4 0.063523
[COMP] fluid_level_floodedness 8 0.059802
[COMP] fluid_level_floodedness 12 0.056080
[COMP] fluid_level_floodedness 16 0.052374
[COMP] fluid_level_floodedness 20 0.048705
[COMP] fluid_level_floodedness 24 0.045091
[COMP] fluid_level_floodedness 28 0.041550
[COMP] fluid_level_floodedness 32 0.038101
[COMP] fluid_level_floodedness 36 0.034763
[COMP] fluid_level_floodedness 40 0.031552
[COMP] fluid_level_floodedness 44 0.028486
[COMP] fluid_level_floodedness 48 0.025581
[COMP] fluid_level_floodedness 52 0.022853
[COMP] fluid_level_floodedness 56 0.020317
[COMP] fluid_level_floodedness 60 0.017987
[COMP] fluid_level_floodedness 64 0.015874
[COMP] fluid_level_floodedness 68 0.013990
[COMP] fluid_level_floodedness 72 0.012344
[COMP] fluid_level_floodedness 76 0.010944
[COMP] fluid_level_floodedness 80 0.009796
[COMP] fluid_level_floodedness 84 0.008901
[COMP] fluid_level_floodedness 88 0.008261
[COMP] fluid_level_floodedness 92 0.007874
[COMP] fluid_level_floodedness 96 0.007733
[COMP] fluid_level_floodedness 100 0.007832
[COMP] fluid_level_floodedness 104 0.008157
[COMP] fluid_level_floodedness 108 0.008691
[COMP] fluid_level_floodedness 112 0.009415
[COMP] fluid_level_floodedness 116 0.010303
[COMP] fluid_level_floodedness 120 0.011325
[COMP] fluid_level_floodedness 124 0.012445
[COMP] fluid_level_floodedness 128 0.013622
[COMP] fluid_level_floodedness 132 0.014808
[COMP] fluid_level_floodedness 136 0.016024
[COMP] fluid_level_floodedness 140 0.017671
[COMP] fluid_level_floodedness 144 0.020196
[COMP] fluid_level_floodedness 148 0.023947
[COMP] fluid_level_floodedness 152 0.029176
[COMP] fluid_level_floodedness 156 0.036058
[COMP] fluid_level_floodedness 160 0.044690
[COMP] fluid_level_floodedness 164 0.055103
[COMP] fluid_level_floodedness 168 0.067271
[COMP] fluid_level_floodedness 172 0.081117
[COMP] fluid_level_floodedness 176 0.096519
[COMP] fluid_level_floodedness 180 0.113318
[COMP] fluid_level_floodedness 184 0.131325
[COMP] fluid_level_floodedness 188 0.150326
[COMP] fluid_level_floodedness 192 0.170086
[COMP] fluid_level_floodedness 196 0.190361
[COMP] fluid_level_floodedness 200 0.210894
[COMP] fluid_level_floodedness 204 0.231426
[COMP] fluid_level_floodedness 208 0.251698
[COMP] fluid_level_floodedness 212 0.271459
[COMP] fluid_level_floodedness 216 0.290461
[COMP] fluid_level_floodedness 220 0.308471
[COMP] fluid_level_floodedness 224 0.325272
[COMP] fluid_level_floodedness 228 0.340661
[COMP] fluid_level_floodedness 232 0.354459
[COMP] fluid_level_floodedness 236 0.366505
[COMP] fluid_level_floodedness 240 0.376666
[COMP] fluid_level_floodedness 244 0.384830
[COMP] fluid_level_floodedness 248 0.390915
[COMP] fluid_level_floodedness 252 0.394864
[COMP] fluid_level_floodedness 256 0.396646
[COMP] fluid_level_floodedness 260 0.396261
[COMP] fluid_level_floodedness 264 0.393732
[COMP] fluid_level_floodedness 268 0.389112
[COMP] fluid_level_floodedness 272 0.382477
[COMP] fluid_level_floodedness 276 0.373929
[COMP] fluid_level_floodedness 280 0.363591
[COMP] fluid_level_floodedness 284 0.351608
[COMP] fluid_level_floodedness 288 0.338143
[COMP] fluid_level_floodedness 292 0.323374
[COMP] fluid_level_floodedness 296 0.307492
[COMP] fluid_level_floodedness 300 0.290699
[COMP] fluid_level_floodedness 304 0.273200
[COMP] fluid_level_floodedness 308 0.255205
[COMP] fluid_level_floodedness 312 0.236919
[COMP] fluid_level_floodedness 316 0.218541
[COMP] fluid_level_spread -64 -0.310345
[COMP] fluid_level_spread -60 -0.392766
[COMP] fluid_level_spread -56 -0.428613
[COMP] fluid_level_spread -52 -0.401979
[COMP] fluid_level_spread -48 -0.314616
[COMP] fluid_level_spread -44 -0.183792
[COMP] fluid_level_spread -40 -0.036959
[COMP] fluid_level_spread -36 0.096636
[COMP] fluid_level_spread -32 0.197398
[COMP] fluid_level_spread -28 0.264938
[COMP] fluid_level_spread -24 0.289939
[COMP] fluid_level_spread -20 0.268848
[COMP] fluid_level_spread -16 0.222298
[COMP] fluid_level_spread -12 0.181093
[COMP] fluid_level_spread -8 0.166898
[COMP] fluid_level_spread -4 0.191759
[COMP] fluid_level_spread 0 0.257662
[COMP] fluid_level_spread 4 0.357306
[COMP] fluid_level_spread 8 0.476351
[COMP] fluid_level_spread 12 0.597103
[COMP] fluid_level_spread 16 0.702775
[COMP] fluid_level_spread 20 0.768426
[COMP] fluid_level_spread 24 0.771639
[COMP] fluid_level_spread 28 0.711522
[COMP] fluid_level_spread 32 0.591580
[COMP] fluid_level_spread 36 0.422079
[COMP] fluid_level_spread 40 0.231977
[COMP] fluid_level_spread 44 0.058471
[COMP] fluid_level_spread 48 -0.063633
[COMP] fluid_level_spread 52 -0.111830
[COMP] fluid_level_spread 56 -0.085113
[COMP] fluid_level_spread 60 -0.012078
[COMP] fluid_level_spread 64 0.066672
[COMP] fluid_level_spread 68 0.133603
[COMP] fluid_level_spread 72 0.184963
[COMP] fluid_level_spread 76 0.219568
[COMP] fluid_level_spread 80 0.226550
[COMP] fluid_level_spread 84 0.195426
[COMP] fluid_level_spread 88 0.122016
[COMP] fluid_level_spread 92 0.011215
[COMP] fluid_level_spread 96 -0.123089
[COMP] fluid_level_spread 100 -0.260959
[COMP] fluid_level_spread 104 -0.382197
[COMP] fluid_level_spread 108 -0.473022
[COMP] fluid_level_spread 112 -0.528974
[COMP] fluid_level_spread 116 -0.565914
[COMP] fluid_level_spread 120 -0.595491
[COMP] fluid_level_spread 124 -0.603330
[COMP] fluid_level_spread 128 -0.574704
[COMP] fluid_level_spread 132 -0.501546
[COMP] fluid_level_spread 136 -0.385550
[COMP] fluid_level_spread 140 -0.238408
[COMP] fluid_level_spread 144 -0.079178
[COMP] fluid_level_spread 148 0.071216
[COMP] fluid_level_spread 152 0.192937
[COMP] fluid_level_spread 156 0.259549
[COMP] fluid_level_spread 160 0.269545
[COMP] fluid_level_spread 164 0.237688
[COMP] fluid_level_spread 168 0.172757
[COMP] fluid_level_spread 172 0.086424
[COMP] fluid_level_spread 176 -0.006346
[COMP] fluid_level_spread 180 -0.088967
[COMP] fluid_level_spread 184 -0.146394
[COMP] fluid_level_spread 188 -0.169770
[COMP] fluid_level_spread 192 -0.162570
[COMP] fluid_level_spread 196 -0.143909
[COMP] fluid_level_spread 200 -0.117149
[COMP] fluid_level_spread 204 -0.078183
[COMP] fluid_level_spread 208 -0.038388
[COMP] fluid_level_spread 212 -0.010928
[COMP] fluid_level_spread 216 0.000178
[COMP] fluid_level_spread 220 -0.002912
[COMP] fluid_level_spread 224 -0.014583
[COMP] fluid_level_spread 228 -0.027771
[COMP] fluid_level_spread 232 -0.035259
[COMP] fluid_level_spread 236 -0.030260
[COMP] fluid_level_spread 240 -0.006423
[COMP] fluid_level_spread 244 0.037215
[COMP] fluid_level_spread 248 0.086416
[COMP] fluid_level_spread 252 0.119098
[COMP] fluid_level_spread 256 0.122397
[COMP] fluid_level_spread 260 0.096106
[COMP] fluid_level_spread 264 0.049416
[COMP] fluid_level_spread 268 -0.002901
[COMP] fluid_level_spread 272 -0.044760
[COMP] fluid_level_spread 276 -0.063481
[COMP] fluid_level_spread 280 -0.054964
[COMP] fluid_level_spread 284 -0.029253
[COMP] fluid_level_spread 288 -0.008051
[COMP] fluid_level_spread 292 0.001386
[COMP] fluid_level_spread 296 0.013407
[COMP] fluid_level_spread 300 0.035716
[COMP] fluid_level_spread 304 0.060753
[COMP] fluid_level_spread 308 0.074619
[COMP] fluid_level_spread 312 0.064332
[COMP] fluid_level_spread 316 0.022904
[COMP] lava -64 -0.082794
[COMP] lava -60 0.052336
[COMP] lava -56 0.183635
[COMP] lava -52 -0.046777
[COMP] lava -48 0.514397
[COMP] lava -44 0.097813
[COMP] lava -40 0.246637
[COMP] lava -36 -0.237802
[COMP] lava -32 -0.202019
[COMP] lava -28 -0.025805
[COMP] lava -24 -0.024897
[COMP] lava -20 0.249609
[COMP] lava -16 -0.287501
[COMP] lava -12 -0.261909
[COMP] lava -8 -0.158643
[COMP] lava -4 -0.113267
[COMP] lava 0 0.111720
[COMP] lava 4 0.215723
[COMP] lava 8 0.153702
[COMP] lava 12 -0.011293
[COMP] lava 16 0.058889
[COMP] lava 20 0.799729
[COMP] lava 24 0.115443
[COMP] lava 28 0.012681
[COMP] lava 32 0.071426
[COMP] lava 36 0.651966
[COMP] lava 40 -0.470550
[COMP] lava 44 -0.178804
[COMP] lava 48 0.110146
[COMP] lava 52 -0.568450
[COMP] lava 56 -0.255670
[COMP] lava 60 -0.158622
[COMP] lava 64 -0.257131
[COMP] lava 68 0.401140
[COMP] lava 72 -0.124469
[COMP] lava 76 -0.319786
[COMP] lava 80 -0.479573
[COMP] lava 84 -0.313499
[COMP] lava 88 -0.187144
[COMP] lava 92 -0.241162
[COMP] lava 96 0.202549
[COMP] lava 100 0.445776
[COMP] lava 104 0.000312
[COMP] lava 108 -0.037288
[COMP] lava 112 0.342744
[COMP] lava 116 -0.270701
[COMP] lava 120 -0.356685
[COMP] lava 124 0.516649
[COMP] lava 128 -0.293879
[COMP] lava 132 0.119910
[COMP] lava 136 -0.126942
[COMP] lava 140 -0.242002
[COMP] lava 144 0.009236
[COMP] lava 148 0.492379
[COMP] lava 152 -0.316422
[COMP] lava 156 -0.196673
[COMP] lava 160 -0.232031
[COMP] lava 164 0.147592
[COMP] lava 168 -0.480746
[COMP] lava 172 -0.488695
[COMP] lava 176 -0.546358
[COMP] lava 180 -0.229140
[COMP] lava 184 -0.357737
[COMP] lava 188 0.261616
[COMP] lava 192 0.649025
[COMP] lava 196 -0.209891
[COMP] lava 200 -0.052585
[COMP] lava 204 0.114899
[COMP] lava 208 -0.162240
[COMP] lava 212 0.069211
[COMP] lava 216 0.455868
[COMP] lava 220 -0.357413
[COMP] lava 224 0.257550
[COMP] lava 228 0.758917
[COMP] lava 232 0.820689
[COMP] lava 236 -0.115153
[COMP] lava 240 -0.105877
[COMP] lava 244 0.259718
[COMP] lava 248 -0.728428
[COMP] lava 252 -0.324145
[COMP] lava 256 0.178996
[COMP] lava 260 0.028636
[COMP] lava 264 -0.809655
[COMP] lava 268 -0.310378
[COMP] lava 272 0.019487
[COMP] lava 276 -0.540189
[COMP] lava 280 -0.570103
[COMP] lava 284 -0.176894
[COMP] lava 288 -0.745719
[COMP] lava 292 0.272061
[COMP] lava 296 0.340444
[COMP] lava 300 0.373123
[COMP] lava 304 -0.076618
[COMP] lava 308 -0.022943
[COMP] lava 312 0.036697
[COMP] lava 316 0.137237
[COMP] vein_toggle -64 0.000000
[COMP] vein_toggle -60 -0.167871
[COMP] vein_toggle -56 -0.335741
[COMP] vein_toggle -52 -0.338662
[COMP] vein_toggle -48 -0.341583
[COMP] vein_toggle -44 -0.343973
[COMP] vein_toggle -40 -0.346362
[COMP] vein_toggle -36 -0.348382
[COMP] vein_toggle -32 -0.350401
[COMP] vein_toggle -28 -0.352028
[COMP] vein_toggle -24 -0.353654
[COMP] vein_toggle -20 -0.354568
[COMP] vein_toggle -16 -0.355483
[COMP] vein_toggle -12 -0.355103
[COMP] vein_toggle -8 -0.354723
[COMP] vein_toggle -4 -0.352661
[COMP] vein_toggle 0 -0.350599
[COMP] vein_toggle 4 -0.346770
[COMP] vein_toggle 8 -0.342940
[COMP] vein_toggle 12 -0.337460
[COMP] vein_toggle 16 -0.331981
[COMP] vein_toggle 20 -0.325040
[COMP] vein_toggle 24 -0.318099
[COMP] vein_toggle 28 -0.309801
[COMP] vein_toggle 32 -0.301503
[COMP] vein_toggle 36 -0.291683
[COMP] vein_toggle 40 -0.281864
[COMP] vein_toggle 44 -0.269880
[COMP] vein_toggle 48 -0.257896
[COMP] vein_toggle 52 -0.128948
[COMP] vein_toggle 56 0.000000
[COMP] vein_toggle 60 0.000000
[COMP] vein_toggle 64 0.000000
[COMP] vein_toggle 68 0.000000
[COMP] vein_toggle 72 0.000000
[COMP] vein_toggle 76 0.000000
[COMP] vein_toggle 80 0.000000
[COMP] vein_toggle 84 0.000000
[COMP] vein_toggle 88 0.000000
[COMP] vein_toggle 92 0.000000
[COMP] vein_toggle 96 0.000000
[COMP] vein_toggle 100 0.000000
[COMP] vein_toggle 104 0.000000
[COMP] vein_toggle 108 0.000000
[COMP] vein_toggle 112 0.000000
[COMP] vein_toggle 116 0.000000
[COMP] vein_toggle 120 0.000000
[COMP] vein_toggle 124 0.000000
[COMP] vein_toggle 128 0.000000
[COMP] vein_toggle 132 0.000000
[COMP] vein_toggle 136 0.000000
[COMP] vein_toggle 140 0.000000
[COMP] vein_toggle 144 0.000000
[COMP] vein_toggle 148 0.000000
[COMP] vein_toggle 152 0.000000
[COMP] vein_toggle 156 0.000000
[COMP] vein_toggle 160 0.000000
[COMP] vein_toggle 164 0.000000
[COMP] vein_toggle 168 0.000000
[COMP] vein_toggle 172 0.000000
[COMP] vein_toggle 176 0.000000
[COMP] vein_toggle 180 0.000000
[COMP] vein_toggle 184 0.000000
[COMP] vein_toggle 188 0.000000
[COMP] vein_toggle 192 0.000000
[COMP] vein_toggle 196 0.000000
[COMP] vein_toggle 200 0.000000
[COMP] vein_toggle 204 0.000000
[COMP] vein_toggle 208 0.000000
[COMP] vein_toggle 212 0.000000
[COMP] vein_toggle 216 0.000000
[COMP] vein_toggle 220 0.000000
[COMP] vein_toggle 224 0.000000
[COMP] vein_toggle 228 0.000000
[COMP] vein_toggle 232 0.000000
[COMP] vein_toggle 236 0.000000
[COMP] vein_toggle 240 0.000000
[COMP] vein_toggle 244 0.000000
[COMP] vein_toggle 248 0.000000
[COMP] vein_toggle 252 0.000000
[COMP] vein_toggle 256 0.000000
[COMP] vein_toggle 260 0.000000
[COMP] vein_toggle 264 0.000000
[COMP] vein_toggle 268 0.000000
[COMP] vein_toggle 272 0.000000
[COMP] vein_toggle 276 0.000000
[COMP] vein_toggle 280 0.000000
[COMP] vein_toggle 284 0.000000
[COMP] vein_toggle 288 0.000000
[COMP] vein_toggle 292 0.000000
[COMP] vein_toggle 296 0.000000
[COMP] vein_toggle 300 0.000000
[COMP] vein_toggle 304 0.000000
[COMP] vein_toggle 308 0.000000
[COMP] vein_toggle 312 0.000000
[COMP] vein_toggle 316 0.000000
[COMP] vein_ridged -64 -0.080000
[COMP] vein_ridged -60 -0.006037
